Features collected of individuals 
Mean ; SDNN ; RMSSD ; SDSD ; Median ; Var ; Range ; CVSD ; CVNNI  ; Activity
0.7690128166666665;0.03942413389999915;0.03358078568139667;0.03243842074829101;0.7575126250000008;0.0015542623337650625;0.16500275000000109;0.043667394032461844;0.0512658996645667;0
0.7600126666666667;0.03550448328990972;0.017807746444213974;0.017570886509147274;0.752512541666667;0.0012605683336834783;0.13000216666666553;0.02343085480708739;0.046715646787347034;0
0.7547625791666666;0.0444705712677797;0.021151438094314325;0.02034365283426952;0.752512541666667;0.0019776317088826736;0.18000300000000102;0.028023962340140963;0.05891994714003927;0
0.748512475;0.053116944886891025;0.021398831746784593;0.020445524542068563;0.7525125416666669;0.002821409834117019;0.1950032499999974;0.02858847709490025;0.07096333950465024;0
0.7425123749999999;0.05988026247712444;0.021398831746784593;0.020445524542068497;0.7525125416666669;0.0035856458343293176;0.19500325000000096;0.028819495091626717;0.08064547405977503;0
0.7367622791666666;0.06493576602693295;0.02142955513912728;0.02055700034721219;0.7525125416666669;0.00421665370950458;0.19500325000000096;0.029086118745609117;0.08813665935826705;0
0.7330122166666666;0.06657912086055676;0.023283542116351457;0.022899655252251495;0.7525125416666669;0.004432779334564624;0.19500325000000096;0.03176419381143756;0.09082948325652976;0
0.7345122416666665;0.06731617067682949;0.034259645848423066;0.034243470377338;0.7575126250000008;0.004531466834592039;0.19500325000000096;0.04664271594804902;0.09164744555391448;0
0.7402623375;0.07417164806398846;0.040539805547016076;0.04016135766593136;0.7625127083333334;0.005501433376528163;0.25000416666667036;0.05476410657865743;0.10019643619109347;0
0.7440124;0.07757299144464858;0.0400828205151074;0.040040467473958036;0.7675127916666673;0.00601756900167152;0.25000416666667036;0.053873860859183796;0.10426303572984613;0
0.7452624208333332;0.07888288815323061;0.04008282051510742;0.040075044740741826;0.7675127916666673;0.00622251004339509;0.25000416666667036;0.05378349879803123;0.10584578793738962;0
0.7450124166666667;0.07864106222823118;0.03993482190323401;0.03992094600917258;0.7675127916666673;0.00618441666838453;0.25000416666667036;0.05360289440800238;0.10555671351101353;0
0.7437623958333333;0.0780005408743426;0.04110389276539815;0.04110052290330883;0.7625127083333334;0.006084084376689992;0.25000416666667036;0.05526481709167905;0.10487292892369007;0
0.7402623374999999;0.07785870777686882;0.04328679552920481;0.043081522075888216;0.7425123750000004;0.0060619783766838525;0.25000416666667036;0.05847493967529425;0.10517718359117362;0
0.7352622541666667;0.0777064564671255;0.04339305820661958;0.04296884837108694;0.7225120416666666;0.00603829337667727;0.25000416666667036;0.059017116628406974;0.10568536059993537;0
0.72901215;0.07682301522529575;0.043393058206619595;0.04296884837108696;0.7125118749999997;0.005901775668306022;0.25000416666667036;0.059523093279885114;0.10537960886563516;0
0.7242620708333332;0.07545209546404065;0.042659084618701486;0.04256075328047485;0.7075117916666658;0.0056930187099147045;0.25000416666667036;0.058900067167148636;0.10417789154307881;0
0.7225120416666665;0.07510644114566281;0.04252005409806349;0.04251679648043005;0.7075117916666658;0.005640977501566912;0.25000416666667036;0.05885030511045831;0.10395181922838241;0
0.7212620208333332;0.07518305023897856;0.04252005409806349;0.04251679648043006;0.7050117499999997;0.005652491043236775;0.25000416666667036;0.058952298706836916;0.10423819370402092;0
0.7205120083333333;0.07532337066437374;0.042473609459300114;0.04247279418775228;0.7025117083333337;0.005673610168242638;0.25000416666667036;0.05894920413269557;0.10454145079220746;0
0.7225120416666666;0.07542113431645044;0.04357461991259877;0.043478359212640115;0.7025117083333345;0.005688347501580058;0.25000416666667036;0.06030988744780266;0.10438737345120434;0
0.7257620958333332;0.07534738688176454;0.04210020784381415;0.04166283632095558;0.7075117916666667;0.005677228709910303;0.25000416666667036;0.058008275832418514;0.10381829984555656;0
0.7297621624999999;0.07262995279588118;0.04272073072690008;0.04242711397797437;0.7150119166666666;0.005275110043131928;0.25000416666667036;0.0585406217562014;0.09952551191071267;0
0.7315121916666666;0.07035927918932768;0.044883636593896166;0.04484581774234596;0.7150119166666666;0.004950428168041758;0.25000416666667036;0.061357332256669506;0.0961833309011872;0
0.7325122083333333;0.06889274878136072;0.04500075000000026;0.044993824143860744;0.7150119166666666;0.0047462108346516775;0.24500408333333468;0.06143344709897647;0.09404996667306155;0
0.7332622208333331;0.06779095595733903;0.044055126457721236;0.044035472150939926;0.7150119166666666;0.0045956137096098805;0.2300038333333383;0.060080998592364064;0.09245117780689205;0
0.7327622125000002;0.0683168723154321;0.03627441706904267;0.0357203416469102;0.7150119166666666;0.004667195042963052;0.2300038333333383;0.049503667697715324;0.09323198051159343;0
0.7292621541666667;0.06755763250441112;0.03118334224555498;0.029949671238039877;0.7100118333333327;0.004564033709601065;0.2300038333333383;0.04276012688631623;0.0926383360474941;0
0.725012083333333;0.060176185774267;0.035523008980336994;0.035404863879317766;0.7100118333333327;0.003621173334339094;0.20000333333333487;0.0489964371586961;0.08300025221317625;0
0.7235120583333334;0.05733423788842408;0.035909840810351805;0.035894408991499815;0.7100118333333327;0.0032872148342464034;0.19000316666666706;0.049632677709716314;0.07924434323941743;0
0.7222620375;0.05500031856732202;0.035633960866276716;0.035632989106070746;0.7100118333333327;0.003025035042506908;0.1700028333333421;0.049336610559815995;0.07615008918051024;0
0.7207620124999998;0.052698501330094925;0.034584570263806715;0.03457555799778691;0.7100118333333327;0.002777132042438017;0.1700028333333421;0.04798334216289836;0.0731149816668438;0
0.7192619874999998;0.05163915222394068;0.03336457702877647;0.03332719373745304;0.7100118333333327;0.002666602042407318;0.1700028333333421;0.046387238042072225;0.0717946355032987;0
0.7195119916666666;0.05160410352616974;0.03354157867949038;0.03351575958654138;0.7125118750000006;0.002662983500739644;0.1700028333333421;0.04661712253300349;0.07172097772357454;0
0.7212620208333332;0.051142425725221555;0.03354157867949033;0.0334578525169761;0.7175119583333345;0.0026155477090598037;0.1700028333333421;0.04650401339687481;0.07090686081894693;0
0.7242620708333332;0.050348969294687976;0.033403991782069264;0.0333375821899784;0.7200120000000005;0.0025350187090374325;0.1700028333333421;0.0461214153374548;0.06951761154185065;0
0.7262621041666666;0.05012896078148127;0.033087359121534085;0.03307061026745074;0.7225120416666666;0.002512912709031287;0.1700028333333421;0.04555842709086335;0.06902323623094811;0
0.727512125;0.050276394401701105;0.03292790104102865;0.03286052930591335;0.7325122083333326;0.002527715834035402;0.1700028333333421;0.04526096529460406;0.0691072941247558;0
0.7295121583333334;0.050129617001309516;0.03290791445281936;0.03282257193410293;0.7400123333333326;0.00251297850069798;0.1700028333333421;0.04510948046157562;0.06871662991311513;0
0.7302621708333333;0.04977598191586148;0.031995598660091475;0.031956613958963466;0.7400123333333326;0.002477648375688169;0.1700028333333421;0.0438138519808303;0.06816179709687;0
0.7292621541666667;0.049664830370042566;0.03199559866009141;0.0319566139589634;0.7325122083333326;0.0024665953756851026;0.1700028333333421;0.04387393268289511;0.06810284900468329;0
0.7287621458333332;0.04944177763469833;0.0313096763574071;0.03128201518374374;0.7325122083333326;0.0024444893756789556;0.1700028333333421;0.042962819263347926;0.06784350410813679;0
0.7317621958333334;0.050687576147549464;0.029245370007989706;0.02855522965373159;0.7400123333333326;0.002569230375713625;0.1700028333333421;0.039965674879781095;0.06926782558072199;0
0.7385123083333331;0.04960717186741765;0.029245370007989515;0.028159593738519773;0.7400123333333326;0.002460871500683513;0.1700028333333421;0.03960038265846938;0.06717176045362142;0
0.7440123999999997;0.04453340319974264;0.03065134581484029;0.030099599290432388;0.7425123749999969;0.001983224000550848;0.1700028333333421;0.04119735882740705;0.059855727135384645;0
0.7490124833333333;0.0379618317138004;0.03054383462488656;0.030214422318538568;0.7450124166666647;0.0014411006670669022;0.15500258333333505;0.04077880583372551;0.050682508714485916;0
0.7537625624999997;0.03165969112207305;0.028400806917363373;0.028301876762727926;0.7450124166666683;0.001002336041945071;0.10500175000000667;0.03767871784871696;0.042002206924508886;0
